"region","category","sub_category","segment","sales","profit","quantity","discount"
"East","Office Supplies","Binders","Corporate","18.693","-14.3313",3,"0.7"
"East","Technology","Accessories","Corporate","383.952","76.7904",6,"0.2"
"Central","Office Supplies","Storage","Consumer","24.816","1.551",2,"0.2"
"West","Furniture","Furnishings","Corporate","24.9","8.217",5,"0.0"
"West","Office Supplies","Paper","Corporate","21.12","9.504",4,"0.0"
"West","Technology","Machines","Corporate","767.952","287.982",6,"0.2"
"West","Office Supplies","Binders","Corporate","14.352","4.6644",3,"0.2"
"West","Technology","Phones","Corporate","191.976","19.1976",3,"0.2"
"West","Office Supplies","Labels","Corporate","274.77","126.3942",9,"0.0"
"West","Furniture","Furnishings","Corporate","70.56","23.9904",6,"0.0"
"West","Furniture","Furnishings","Consumer","204.85","57.358",5,"0.0"
"Central","Office Supplies","Binders","Corporate","9.156","-13.734",3,"0.8"
"Central","Office Supplies","Appliances","Consumer","23.992","-62.3792",2,"0.8"
"East","Office Supplies","Paper","Corporate","80.88","39.6312",3,"0.0"
"East","Technology","Accessories","Corporate","599.9","191.968",10,"0.0"
"East","Furniture","Furnishings","Consumer","276.69","49.8042",3,"0.0"
"East","Furniture","Chairs","Consumer","172.764","32.6332",2,"0.1"
"East","Office Supplies","Art","Corporate","4.224","1.4784",3,"0.2"
"East","Furniture","Tables","Corporate","409.272","-81.8544",2,"0.4"
"East","Office Supplies","Labels","Corporate","55.44","18.018",11,"0.2"
"East","Office Supplies","Paper","Corporate","20.928","6.8016",4,"0.2"
"East","Office Supplies","Storage","Corporate","1801.632","-337.806",6,"0.2"
"East","Furniture","Tables","Corporate","67.176","-20.1528",1,"0.4"
"Central","Office Supplies","Storage","Consumer","646.2","-8.0775",5,"0.2"
"West","Technology","Phones","Consumer","72.744","-15.4581",7,"0.2"
"West","Furniture","Chairs","Consumer","572.16","35.76",3,"0.2"
"Central","Technology","Accessories","Consumer","68.112","17.8794",3,"0.2"
"West","Office Supplies","Binders","Corporate","25.032","7.8225",3,"0.2"
"East","Technology","Accessories","Consumer","39.992","7.4985",1,"0.2"
"South","Office Supplies","Art","Consumer","20.016","1.7514",9,"0.2"
"South","Office Supplies","Supplies","Consumer","3.104","0.3492",1,"0.2"
"South","Office Supplies","Fasteners","Corporate","7.52","1.41",5,"0.2"
"South","Office Supplies","Art","Corporate","10.272","0.8988",3,"0.2"
"South","Office Supplies","Labels","Corporate","47.808","15.5376",12,"0.2"
"South","Technology","Phones","Corporate","978.84","110.1195",9,"0.2"
"Central","Office Supplies","Binders","Consumer","13.14","-21.681",9,"0.8"
"Central","Office Supplies","Binders","Consumer","10.024","-16.5396",4,"0.8"
"Central","Furniture","Bookcases","Consumer","156.3728","-52.8908",2,"0.32"
"Central","Technology","Copiers","Home Office","999.98","449.991",2,"0.0"
"Central","Technology","Phones","Home Office","821.94","213.7044",6,"0.0"
"South","Furniture","Furnishings","Consumer","220.064","55.016",4,"0.2"
"South","Furniture","Furnishings","Consumer","339.136","0.0",4,"0.2"
"Central","Office Supplies","Binders","Corporate","7.04","3.3088",2,"0.0"
"Central","Office Supplies","Fasteners","Corporate","5.04","0.2016",4,"0.0"
"Central","Office Supplies","Paper","Corporate","116.28","56.9772",3,"0.0"
"South","Technology","Phones","Consumer","47.976","4.7976",3,"0.2"
"West","Office Supplies","Paper","Corporate","60.048","22.518",9,"0.2"
"West","Office Supplies","Binders","Corporate","5.022","-3.5154",1,"0.7"
"Central","Office Supplies","Binders","Corporate","182.994","-320.2395",3,"0.8"
"Central","Office Supplies","Paper","Corporate","10.272","3.21",3,"0.2"
"West","Office Supplies","Binders","Home Office","7.857","-6.0237",3,"0.7"
"West","Technology","Phones","Corporate","302.384","30.2384",2,"0.2"
"West","Office Supplies","Binders","Corporate","20.952","7.0713",3,"0.2"
"West","Office Supplies","Binders","Corporate","11.784","3.9771",3,"0.2"
"South","Furniture","Bookcases","Consumer","638.82","172.4814",9,"0.0"
"East","Office Supplies","Labels","Corporate","20.7","9.936",2,"0.0"
"East","Office Supplies","Supplies","Corporate","10.95","3.285",3,"0.0"
"East","Office Supplies","Binders","Corporate","14.352","4.6644",3,"0.2"
"East","Office Supplies","Storage","Consumer","221.024","-55.256",2,"0.2"
"South","Technology","Machines","Consumer","3080.0","1416.8",7,"0.0"
"South","Technology","Accessories","Consumer","79.96","18.3908",4,"0.0"
"South","Technology","Phones","Consumer","587.97","170.5113",3,"0.0"
"Central","Office Supplies","Paper","Consumer","32.4","15.552",5,"0.0"
"Central","Office Supplies","Storage","Consumer","404.9","16.196",5,"0.0"
"Central","Office Supplies","Binders","Consumer","9449.95","4630.4755",5,"0.0"
"Central","Office Supplies","Binders","Consumer","12.94","6.47",2,"0.0"
"Central","Office Supplies","Appliances","Consumer","2.264","-5.2072",1,"0.8"
"Central","Office Supplies","Appliances","Consumer","0.444","-1.11",1,"0.8"
"Central","Office Supplies","Paper","Consumer","146.176","47.5072",8,"0.2"
"Central","Furniture","Furnishings","Home Office","15.92","7.0048",2,"0.0"
"West","Technology","Phones","Consumer","159.96","17.9955",5,"0.2"
"West","Office Supplies","Binders","Consumer","13.76","4.644",2,"0.2"
"Central","Office Supplies","Binders","Consumer","4.312","-6.8992",2,"0.8"
"East","Office Supplies","Storage","Consumer","13.96","0.2792",2,"0.0"
"East","Furniture","Tables","Consumer","27.414","-14.1639",3,"0.4"
"Central","Technology","Phones","Corporate","73.98","19.9746",2,"0.0"
"Central","Furniture","Bookcases","Corporate","160.98","20.9274",1,"0.0"
"Central","Office Supplies","Paper","Corporate","17.34","8.4966",3,"0.0"
"Central","Office Supplies","Art","Corporate","3.28","0.9512",1,"0.0"
"Central","Office Supplies","Labels","Corporate","8.856","2.9889",3,"0.2"
"Central","Technology","Phones","Corporate","158.376","13.8579",3,"0.2"
"West","Office Supplies","Binders","Consumer","1219.96","381.2375",5,"0.2"
"West","Office Supplies","Binders","Consumer","3.168","0.99",2,"0.2"
"West","Office Supplies","Paper","Consumer","19.44","9.3312",3,"0.0"
"West","Office Supplies","Storage","Consumer","454.86","54.5832",7,"0.0"
"West","Office Supplies","Binders","Consumer","91.392","29.7024",8,"0.2"
"East","Technology","Accessories","Consumer","19.04","-1.428",4,"0.2"
"West","Office Supplies","Paper","Consumer","37.44","16.848",6,"0.0"
"West","Office Supplies","Labels","Consumer","37.59","17.6673",3,"0.0"
"West","Office Supplies","Binders","Consumer","26.032","9.4366",2,"0.2"
"East","Office Supplies","Appliances","Corporate","35.91","9.6957",3,"0.0"
"South","Furniture","Furnishings","Consumer","91.032","-2.2758",3,"0.2"
"South","Office Supplies","Art","Consumer","54.66","18.0378",6,"0.0"
"South","Office Supplies","Storage","Consumer","67.344","7.5762",6,"0.2"
"South","Technology","Machines","Consumer","2624.985","-944.9946",3,"0.5"
"West","Office Supplies","Appliances","Consumer","73.28","21.2512",4,"0.0"
"Central","Office Supplies","Binders","Corporate","14.48","-23.892",5,"0.8"
"South","Office Supplies","Paper","Consumer","11.952","4.0338",3,"0.2"
"South","Office Supplies","Paper","Consumer","15.552","5.6376",3,"0.2"
"South","Office Supplies","Fasteners","Consumer","45.0","21.6",9,"0.0"
"South","Technology","Machines","Consumer","209.97","90.2871",3,"0.0"
"West","Office Supplies","Binders","Home Office","112.12","42.045",5,"0.2"
"West","Office Supplies","Storage","Home Office","1575.14","204.7682",7,"0.0"
"South","Office Supplies","Fasteners","Consumer","25.06","12.53",7,"0.0"
"Central","Office Supplies","Binders","Corporate","6.924","-10.386",6,"0.8"
"East","Office Supplies","Storage","Consumer","37.392","2.337",3,"0.2"
"East","Furniture","Furnishings","Consumer","79.12","13.846",5,"0.2"
"Central","Office Supplies","Labels","Consumer","18.9","8.694",3,"0.0"
"Central","Office Supplies","Binders","Consumer","57.42","26.4132",9,"0.0"
"West","Office Supplies","Art","Home Office","12.74","5.733",7,"0.0"
"West","Office Supplies","Art","Home Office","8.82","2.3814",3,"0.0"
"West","Furniture","Chairs","Home Office","120.784","-13.5882",1,"0.2"
"East","Furniture","Furnishings","Consumer","322.59","64.518",3,"0.0"
"Central","Office Supplies","Binders","Consumer","9.762","-15.1311",3,"0.8"
"Central","Office Supplies","Storage","Consumer","13.72","1.2005",1,"0.2"
"Central","Technology","Accessories","Consumer","55.2","-2.07",1,"0.2"
"Central","Office Supplies","Storage","Consumer","259.136","-58.3056",4,"0.2"
"East","Office Supplies","Labels","Consumer","29.24","9.8685",5,"0.2"
"East","Office Supplies","Paper","Consumer","15.552","5.4432",3,"0.2"
"East","Office Supplies","Envelopes","Consumer","4.896","1.6524",3,"0.2"
"South","Office Supplies","Binders","Corporate","38.088","-27.9312",4,"0.7"
"South","Office Supplies","Binders","Corporate","2.808","-1.9656",3,"0.7"
"East","Technology","Accessories","Consumer","47.984","0.5998",2,"0.2"
"East","Office Supplies","Binders","Consumer","26.064","-19.9824",6,"0.7"
"Central","Office Supplies","Paper","Corporate","15.696","5.1012",3,"0.2"
"South","Office Supplies","Art","Consumer","12.84","3.7236",3,"0.0"
"East","Technology","Phones","Consumer","539.97","134.9925",3,"0.0"
"East","Office Supplies","Storage","Consumer","22.58","5.8708",2,"0.0"
"East","Office Supplies","Labels","Consumer","16.52","7.5992",4,"0.0"
"East","Office Supplies","Binders","Consumer","671.94","315.8118",3,"0.0"
"West","Technology","Accessories","Corporate","169.064","-14.7931",7,"0.2"
"West","Office Supplies","Storage","Corporate","168.624","14.7546",9,"0.2"
"East","Office Supplies","Paper","Corporate","19.44","9.3312",3,"0.0"
"West","Office Supplies","Storage","Consumer","31.92","8.2992",4,"0.0"
"West","Furniture","Chairs","Consumer","433.568","-65.0352",2,"0.2"
"West","Office Supplies","Paper","Home Office","31.104","10.8864",6,"0.2"
"West","Office Supplies","Paper","Home Office","54.816","17.8152",3,"0.2"
"West","Office Supplies","Storage","Consumer","48.86","0.9772",7,"0.0"
"South","Office Supplies","Binders","Consumer","14.2","6.532",2,"0.0"
"South","Office Supplies","Paper","Consumer","12.96","6.2208",2,"0.0"
"South","Office Supplies","Binders","Consumer","58.34","28.0032",2,"0.0"
"West","Office Supplies","Art","Home Office","56.3","15.764",2,"0.0"
"South","Technology","Phones","Corporate","629.95","163.787",5,"0.0"
"South","Office Supplies","Paper","Corporate","122.97","60.2553",3,"0.0"
"West","Office Supplies","Paper","Consumer","46.35","21.7845",5,"0.0"
"West","Office Supplies","Binders","Home Office","14.976","5.4288",9,"0.2"
"Central","Office Supplies","Binders","Consumer","4.24","-6.36",5,"0.8"
"East","Technology","Accessories","Home Office","319.96","115.1856",4,"0.0"
"East","Office Supplies","Paper","Home Office","17.04","7.668",3,"0.0"
"East","Office Supplies","Storage","Home Office","344.91","10.3473",3,"0.0"
"East","Furniture","Bookcases","Corporate","81.94","20.485",1,"0.0"
"East","Technology","Accessories","Consumer","98.16","9.816",6,"0.0"
"Central","Office Supplies","Binders","Corporate","6.874","-10.6547",7,"0.8"
"Central","Office Supplies","Binders","Corporate","1.996","-3.2934",1,"0.8"
"Central","Office Supplies","Storage","Corporate","8.928","0.6696",2,"0.2"
"Central","Office Supplies","Paper","Corporate","9.99","4.4955",1,"0.0"
"East","Technology","Copiers","Consumer","10499.97","5039.9856",3,"0.0"
"Central","Office Supplies","Paper","Consumer","21.12","6.6",5,"0.2"
"West","Furniture","Tables","Corporate","696.42","160.1766",2,"0.0"
"West","Technology","Phones","Corporate","304.776","22.8582",3,"0.2"
"West","Office Supplies","Art","Consumer","51.98","15.0742",2,"0.0"
"West","Furniture","Furnishings","Consumer","24.7","10.374",5,"0.0"
"East","Office Supplies","Labels","Consumer","21.93","10.3071",3,"0.0"
"East","Office Supplies","Appliances","Consumer","394.816","93.7688",4,"0.2"
"East","Office Supplies","Binders","Consumer","18.192","-14.5536",4,"0.7"
"East","Office Supplies","Labels","Home Office","7.31","3.4357",1,"0.0"
"East","Technology","Copiers","Home Office","799.984","249.995",2,"0.2"
"East","Office Supplies","Paper","Home Office","41.28","18.9888",6,"0.0"
"East","Office Supplies","Paper","Home Office","184.66","84.9436",7,"0.0"
"East","Office Supplies","Art","Consumer","49.25","18.715",5,"0.0"
"East","Office Supplies","Paper","Consumer","10.16","4.7752",2,"0.0"
"East","Furniture","Furnishings","Consumer","14.76","4.2804",2,"0.0"
"East","Office Supplies","Binders","Consumer","34.08","15.6768",2,"0.0"
"East","Furniture","Furnishings","Consumer","17.67","7.7748",3,"0.0"
"East","Furniture","Chairs","Consumer","1604.9","481.47",5,"0.0"
"East","Furniture","Tables","Consumer","385.686","-60.6078",1,"0.3"
"Central","Office Supplies","Paper","Consumer","15.984","4.995",2,"0.2"
"South","Office Supplies","Paper","Consumer","9.42","4.239",3,"0.0"
"South","Office Supplies","Art","Consumer","6.56","1.9024",2,"0.0"
"South","Office Supplies","Paper","Consumer","24.56","11.5432",2,"0.0"
"Central","Office Supplies","Binders","Consumer","128.4","64.2",3,"0.0"
"East","Office Supplies","Envelopes","Consumer","62.28","29.2716",4,"0.0"
"West","Office Supplies","Labels","Corporate","9.24","4.4352",3,"0.0"
"West","Furniture","Bookcases","Corporate","482.664","85.176",8,"0.15"
"West","Technology","Machines","Corporate","4799.984","359.9988",2,"0.2"
"West","Office Supplies","Paper","Consumer","37.94","18.2112",2,"0.0"
"West","Office Supplies","Binders","Consumer","18.288","6.6294",6,"0.2"
"West","Technology","Machines","Consumer","385.8","130.2075",5,"0.2"
"West","Office Supplies","Storage","Consumer","102.96","1.0296",2,"0.0"
"West","Furniture","Bookcases","Consumer","174.42","41.8608",3,"0.0"
"Central","Office Supplies","Binders","Consumer","1.964","-3.2406",2,"0.8"
"Central","Furniture","Furnishings","Corporate","94.428","-42.4926",3,"0.6"
"Central","Office Supplies","Fasteners","Consumer","45.92","21.5824",4,"0.0"
"West","Furniture","Chairs","Home Office","61.584","-6.9282",1,"0.2"
"Central","Office Supplies","Paper","Corporate","22.48","10.3408",1,"0.0"
"Central","Furniture","Furnishings","Corporate","332.028","-348.6294",9,"0.6"
"Central","Office Supplies","Binders","Corporate","11.394","-17.6607",9,"0.8"
"Central","Office Supplies","Paper","Corporate","15.552","5.6376",3,"0.2"
"Central","Office Supplies","Paper","Corporate","31.104","11.2752",6,"0.2"
"Central","Office Supplies","Binders","Corporate","6.316","-10.4214",1,"0.8"
"East","Office Supplies","Paper","Home Office","11.352","4.1151",3,"0.2"
"East","Office Supplies","Labels","Home Office","20.808","7.0227",9,"0.2"
"Central","Office Supplies","Binders","Home Office","11.416","-18.8364",4,"0.8"
"East","Office Supplies","Art","Corporate","9.408","0.7056",7,"0.2"
"West","Office Supplies","Art","Home Office","19.83","5.949",1,"0.0"
"Central","Office Supplies","Paper","Corporate","209.7","100.656",2,"0.0"
"West","Office Supplies","Appliances","Home Office","43.92","11.8584",4,"0.0"
"West","Office Supplies","Binders","Home Office","20.232","6.5754",3,"0.2"
"South","Technology","Phones","Home Office","149.97","5.9988",3,"0.0"
"South","Office Supplies","Paper","Home Office","27.81","13.0707",3,"0.0"
"West","Technology","Accessories","Corporate","66.3","8.619",3,"0.0"
"East","Office Supplies","Art","Home Office","1.64","0.738",1,"0.0"
"East","Furniture","Furnishings","Home Office","1049.2","272.792",5,"0.0"
"East","Furniture","Furnishings","Home Office","20.9","7.524",5,"0.0"
"East","Office Supplies","Binders","Consumer","88.08","40.5168",6,"0.0"
"East","Furniture","Chairs","Consumer","751.92","150.384",4,"0.0"
"East","Furniture","Chairs","Corporate","887.103","177.4206",7,"0.1"
"South","Technology","Phones","Consumer","55.944","-13.2867",7,"0.2"
"South","Office Supplies","Art","Consumer","10.688","2.2712",2,"0.2"
"South","Technology","Phones","Consumer","11.824","1.0346",2,"0.2"
"Central","Office Supplies","Paper","Consumer","63.312","20.5764",3,"0.2"
"Central","Office Supplies","Binders","Consumer","96.784","-145.176",4,"0.8"
"Central","Furniture","Furnishings","Consumer","10.476","-6.8094",3,"0.6"
"West","Office Supplies","Binders","Corporate","9.762","-6.8334",2,"0.7"
"West","Furniture","Chairs","Corporate","196.784","-22.1382",2,"0.2"
"East","Office Supplies","Envelopes","Corporate","47.98","23.99",2,"0.0"
"East","Office Supplies","Labels","Corporate","13.05","6.003",5,"0.0"
"Central","Technology","Accessories","Consumer","63.96","19.8276",4,"0.0"
"South","Office Supplies","Appliances","Consumer","80.48","24.144",1,"0.0"
"East","Office Supplies","Binders","Consumer","11.673","-7.782",3,"0.7"
"Central","Furniture","Tables","Consumer","863.128","-160.2952",8,"0.3"
"Central","Office Supplies","Binders","Consumer","3.564","-6.237",3,"0.8"
"Central","Furniture","Bookcases","Consumer","956.6648","-225.0976",7,"0.32"
"Central","Office Supplies","Binders","Consumer","12.588","-20.1408",3,"0.8"
"Central","Technology","Accessories","Consumer","171.96","45.1395",5,"0.2"
"West","Furniture","Tables","Consumer","871.4","148.138",4,"0.0"
"South","Furniture","Furnishings","Corporate","692.472","190.4298",11,"0.2"
"East","Furniture","Furnishings","Corporate","207.76","85.1816",4,"0.0"
"West","Technology","Phones","Consumer","71.928","6.2937",9,"0.2"
"West","Office Supplies","Art","Consumer","25.99","7.5371",1,"0.0"
"West","Office Supplies","Binders","Corporate","3.592","1.1225",1,"0.2"
"Central","Office Supplies","Appliances","Corporate","48.632","-121.58",2,"0.8"
"West","Office Supplies","Storage","Home Office","323.1","61.389",2,"0.0"
"East","Technology","Machines","Corporate","9099.93","2365.9818",7,"0.0"
"East","Furniture","Furnishings","Corporate","9.96","3.2868",2,"0.0"
"East","Office Supplies","Binders","Corporate","25.3","11.891",5,"0.0"
"East","Office Supplies","Paper","Home Office","11.36","5.2256",2,"0.0"
"East","Furniture","Chairs","Home Office","69.264","14.6224",2,"0.1"
"Central","Office Supplies","Labels","Consumer","3.69","1.7343",1,"0.0"
"Central","Office Supplies","Binders","Consumer","1103.97","496.7865",3,"0.0"
"Central","Furniture","Bookcases","Corporate","246.1328","-76.0116",2,"0.32"
"Central","Office Supplies","Labels","Corporate","11.696","3.9474",2,"0.2"
"Central","Technology","Copiers","Corporate","439.992","164.997",1,"0.2"
"South","Office Supplies","Storage","Home Office","64.784","-12.9568",1,"0.2"
"Central","Office Supplies","Binders","Corporate","33.28","-49.92",5,"0.8"
"Central","Office Supplies","Paper","Corporate","14.088","4.9308",3,"0.2"
"West","Office Supplies","Art","Home Office","11.16","2.79",2,"0.0"
"West","Furniture","Tables","Home Office","896.328","22.4082",9,"0.2"
"West","Office Supplies","Appliances","Home Office","189.0","68.04",1,"0.0"
"East","Technology","Phones","Consumer","53.982","-10.7964",3,"0.4"
"West","Furniture","Tables","Corporate","177.225","-120.513",5,"0.5"
"West","Furniture","Furnishings","Consumer","129.39","54.3438",3,"0.0"
"West","Office Supplies","Storage","Corporate","54.32","0.5432",4,"0.0"
"South","Technology","Phones","Consumer","4367.896","327.5922",13,"0.2"
"South","Office Supplies","Paper","Consumer","49.568","15.49",2,"0.2"
"South","Office Supplies","Appliances","Consumer","161.376","12.1032",6,"0.2"
"South","Furniture","Furnishings","Consumer","2.784","0.4176",2,"0.2"
"South","Office Supplies","Paper","Consumer","8.72","2.943",5,"0.2"
"East","Office Supplies","Art","Home Office","3.912","1.0269",1,"0.2"
"Central","Office Supplies","Envelopes","Consumer","59.752","19.4194",7,"0.2"
"West","Furniture","Furnishings","Consumer","63.92","3.196",4,"0.0"
"West","Technology","Phones","Consumer","383.96","38.396",5,"0.2"
"West","Office Supplies","Binders","Corporate","7.752","2.8101",3,"0.2"
"West","Office Supplies","Binders","Corporate","33.568","11.7488",2,"0.2"
"West","Technology","Phones","Consumer","666.344","66.6344",7,"0.2"
"West","Furniture","Tables","Consumer","573.728","-64.5444",4,"0.2"
"West","Office Supplies","Binders","Consumer","21.936","8.226",3,"0.2"
"West","Office Supplies","Paper","Consumer","19.44","9.3312",3,"0.0"
"West","Technology","Machines","Consumer","447.968","139.99",4,"0.2"
"East","Office Supplies","Appliances","Corporate","16.78","4.195",2,"0.0"
"West","Office Supplies","Art","Consumer","20.96","5.24",2,"0.0"
"West","Office Supplies","Binders","Consumer","88.752","27.735",3,"0.2"
"West","Office Supplies","Storage","Consumer","304.23","9.1269",3,"0.0"
"West","Office Supplies","Envelopes","Consumer","167.86","78.8942",2,"0.0"
"South","Furniture","Furnishings","Consumer","82.38","25.5378",6,"0.0"
"West","Technology","Phones","Consumer","23.976","-5.6943",3,"0.2"
"West","Office Supplies","Storage","Consumer","33.29","7.9896",1,"0.0"
"East","Office Supplies","Binders","Consumer","14.952","-11.9616",2,"0.7"
"East","Technology","Phones","Consumer","323.982","-80.9955",3,"0.4"
"East","Office Supplies","Binders","Consumer","2.286","-1.6764",2,"0.7"
"East","Office Supplies","Art","Consumer","14.352","0.897",3,"0.2"
"East","Technology","Accessories","Consumer","71.976","0.8997",3,"0.2"
"East","Office Supplies","Art","Corporate","9.21","2.3025",3,"0.0"
"East","Office Supplies","Paper","Corporate","18.0","8.28",5,"0.0"
"East","Office Supplies","Paper","Consumer","42.93","19.3185",9,"0.0"
"South","Office Supplies","Paper","Consumer","15.552","5.4432",3,"0.2"
"South","Office Supplies","Appliances","Consumer","17.92","1.12",5,"0.2"
"West","Technology","Accessories","Consumer","19.99","6.7966",1,"0.0"
"West","Office Supplies","Binders","Consumer","22.92","8.022",5,"0.2"
"South","Technology","Accessories","Consumer","50.88","14.628",6,"0.2"
"South","Office Supplies","Envelopes","Consumer","27.312","9.2178",2,"0.2"
"West","Office Supplies","Envelopes","Consumer","7.92","2.772",1,"0.2"
"West","Furniture","Furnishings","Consumer","14.368","3.9512",2,"0.2"
"West","Technology","Accessories","Home Office","107.97","22.6737",3,"0.0"
"West","Office Supplies","Paper","Home Office","113.82","53.4954",3,"0.0"
"South","Office Supplies","Paper","Consumer","5.184","1.8144",1,"0.2"
"Central","Office Supplies","Art","Consumer","16.28","6.512",2,"0.0"
"South","Office Supplies","Storage","Consumer","544.38","157.8702",3,"0.0"
"West","Office Supplies","Binders","Consumer","19.824","6.6906",6,"0.2"
"West","Technology","Phones","Consumer","657.504","-131.5008",6,"0.2"
"West","Technology","Accessories","Consumer","99.54","10.9494",2,"0.0"
"West","Technology","Accessories","Consumer","199.96","85.9828",4,"0.0"
"East","Furniture","Chairs","Consumer","631.782","140.396",2,"0.1"
"East","Furniture","Furnishings","Consumer","60.72","26.1096",3,"0.0"
"West","Office Supplies","Binders","Consumer","20.724","-15.1976",2,"0.7"
"West","Office Supplies","Storage","Consumer","415.872","-41.5872",8,"0.2"
"East","Office Supplies","Storage","Consumer","16.768","1.4672",2,"0.2"
"East","Technology","Accessories","Consumer","27.12","-4.746",2,"0.2"
"West","Technology","Phones","Consumer","95.84","34.742",4,"0.2"
"West","Office Supplies","Paper","Consumer","12.96","6.2208",2,"0.0"
"South","Office Supplies","Binders","Corporate","19.008","-12.672",8,"0.7"
"South","Office Supplies","Binders","Consumer","1598.058","-1065.372",7,"0.7"
"South","Office Supplies","Art","Consumer","36.96","12.012",4,"0.2"
"Central","Office Supplies","Paper","Consumer","10.368","3.6288",2,"0.2"
"Central","Furniture","Furnishings","Consumer","77.72","-66.062",1,"0.6"
"Central","Furniture","Chairs","Consumer","520.464","-14.8704",2,"0.3"
"East","Office Supplies","Paper","Corporate","111.96","54.8604",2,"0.0"
"South","Technology","Phones","Consumer","29.16","8.4564",3,"0.0"
"Central","Office Supplies","Art","Consumer","131.94","35.6238",3,"0.0"
"Central","Office Supplies","Art","Consumer","25.92","8.2944",4,"0.0"
"Central","Office Supplies","Storage","Consumer","704.76","162.0948",4,"0.0"
"Central","Office Supplies","Fasteners","Consumer","7.41","3.4827",3,"0.0"
"Central","Office Supplies","Art","Consumer","21.5","7.095",10,"0.0"
"Central","Office Supplies","Fasteners","Consumer","10.528","3.29",4,"0.2"
"Central","Office Supplies","Paper","Consumer","20.544","6.42",6,"0.2"
"Central","Office Supplies","Binders","Home Office","104.9","50.352",5,"0.0"
"Central","Office Supplies","Art","Home Office","39.68","16.2688",2,"0.0"
"Central","Office Supplies","Labels","Home Office","51.75","24.84",5,"0.0"
"Central","Office Supplies","Art","Consumer","11.68","5.4896",2,"0.0"
"Central","Technology","Accessories","Consumer","159.75","11.1825",5,"0.0"
"East","Office Supplies","Appliances","Corporate","103.968","16.8948",6,"0.2"
"West","Furniture","Furnishings","Home Office","303.25","63.6825",5,"0.0"
"West","Office Supplies","Appliances","Home Office","270.72","78.5088",3,"0.0"
"West","Furniture","Chairs","Home Office","1487.04","148.704",5,"0.2"
"South","Office Supplies","Envelopes","Home Office","17.48","8.2156",2,"0.0"
"South","Office Supplies","Envelopes","Home Office","71.88","32.346",2,"0.0"
"West","Office Supplies","Art","Consumer","60.45","16.3215",3,"0.0"
"West","Furniture","Tables","Consumer","253.176","-31.647",3,"0.2"
"Central","Office Supplies","Binders","Consumer","2.88","-4.464",5,"0.8"
"Central","Furniture","Bookcases","Consumer","384.944","-126.4816",4,"0.3"
"Central","Technology","Phones","Consumer","153.584","13.4386",2,"0.2"
"Central","Furniture","Bookcases","Consumer","913.43","-52.196",5,"0.3"
"West","Office Supplies","Appliances","Corporate","43.92","11.8584",4,"0.0"
"West","Office Supplies","Binders","Corporate","25.032","7.8225",3,"0.2"
"East","Office Supplies","Paper","Consumer","46.76","22.4448",7,"0.0"
"East","Furniture","Bookcases","Consumer","183.968","-25.2956",2,"0.2"
"East","Technology","Phones","Consumer","1259.97","327.5922",3,"0.0"
"East","Office Supplies","Art","Consumer","68.97","19.3116",3,"0.0"
"Central","Office Supplies","Art","Corporate","70.368","6.1572",2,"0.2"
"Central","Technology","Phones","Corporate","59.96","21.7355",5,"0.2"
"East","Office Supplies","Storage","Consumer","25.984","-5.1968",1,"0.2"
"East","Office Supplies","Binders","Consumer","27.36","-21.888",3,"0.7"
"West","Technology","Phones","Corporate","361.376","27.1032",2,"0.2"
"East","Furniture","Chairs","Consumer","172.186","-46.7362",2,"0.3"
"East","Furniture","Furnishings","Consumer","69.008","12.0764",2,"0.2"
"East","Office Supplies","Envelopes","Consumer","199.9","89.955",5,"0.0"
"East","Office Supplies","Appliances","Consumer","901.95","297.6435",3,"0.0"
"East","Furniture","Furnishings","Consumer","971.5","252.59",5,"0.0"
"West","Office Supplies","Art","Consumer","11.328","2.5488",2,"0.2"
"East","Office Supplies","Art","Consumer","21.24","8.0712",3,"0.0"
"East","Technology","Accessories","Consumer","34.8","2.175",3,"0.2"
"East","Office Supplies","Storage","Consumer","38.976","-2.436",3,"0.2"
"Central","Office Supplies","Paper","Corporate","9.08","4.086",2,"0.0"
"Central","Office Supplies","Paper","Corporate","314.55","150.984",3,"0.0"
"Central","Office Supplies","Binders","Corporate","4.91","2.3077",1,"0.0"
"West","Office Supplies","Labels","Home Office","5.78","2.7166",2,"0.0"
"West","Office Supplies","Art","Home Office","107.94","30.2232",6,"0.0"
"East","Office Supplies","Paper","Consumer","19.65","9.039",3,"0.0"
"East","Technology","Phones","Consumer","617.97","160.6722",3,"0.0"
"East","Office Supplies","Appliances","Consumer","59.7","26.865",3,"0.0"
"East","Office Supplies","Binders","Corporate","387.99","182.3553",1,"0.0"
"West","Technology","Phones","Consumer","575.92","71.99",2,"0.2"
"West","Office Supplies","Fasteners","Consumer","30.4","15.2",5,"0.0"
"Central","Office Supplies","Binders","Consumer","478.24","219.9904",8,"0.0"
"East","Furniture","Furnishings","Consumer","190.848","-21.4704",3,"0.2"
"East","Office Supplies","Binders","Consumer","5.484","-4.0216",4,"0.7"
"Central","Office Supplies","Supplies","Consumer","40.92","3.069",5,"0.2"
"South","Office Supplies","Art","Consumer","15.552","2.3328",3,"0.2"
"South","Office Supplies","Appliances","Corporate","17.24","4.4824",2,"0.0"
"South","Furniture","Bookcases","Corporate","302.94","75.735",3,"0.0"
"South","Technology","Phones","Corporate","34.75","15.6375",5,"0.0"
